"Y" "X1" "X2" "X3" "X4"
"1" 170.956281813431 21.1168036992655 15.7382754318914 8.0377670902839 18.8877487799183
"2" 195.364299233063 21.395675248373 20.9518484084035 6.79927727283371 19.2966339222765
"3" 220.970797620905 14.1709609483154 14.4542233038262 10.9313217273167 26.4006941892954
"4" 211.62572629899 22.6902306831733 13.7004348091068 12.9131292229982 22.6060913857049
"5" 196.511182027332 20.6076944001939 12.0334045251799 8.13365974190708 24.6830672247616
"6" 226.196551291130 15.0972259815168 18.9997416914936 8.55550109989925 26.1787554331337
"7" 169.348589291744 16.1287032968965 12.5825778574788 9.95323050832458 19.8761446110308
"8" 232.622500505971 17.6527391702998 18.6968088222569 12.7602285478034 26.0871551469827
"9" 230.615494147516 20.8585116717061 16.3815470837304 11.3565630664927 26.1520536916528
"10" 164.999377427981 21.7097884330981 15.7938292050692 10.2658325838096 15.3376015292722
"11" 230.837775330924 24.1093887438337 17.1504547482537 11.1036358989534 24.6152444821768
"12" 222.622603872513 19.9405790765024 15.9536896549160 13.7491316906356 23.0683530427250
"13" 196.027395227483 21.9722762565794 15.8089217334880 10.2328779150838 19.3640643871004
"14" 228.626773955858 17.3516632651910 14.9678134999058 11.7261221604455 26.4809915317617
"15" 182.337045070467 17.2093561688499 16.7163438949278 8.23876046281232 21.7088712998628
"16" 187.283942585298 20.3301830949688 13.4157354035877 7.07589166711339 22.1236284262728
"17" 220.413829660834 17.1036321654117 17.5591700434507 4.94137830426585 28.7710576554476
"18" 187.314353388192 16.3576405253023 15.0940506565507 9.78053123887554 20.5911170677635
"19" 221.910352110320 19.4859472517993 16.2499118034221 9.60202448968753 25.8039626222002
"20" 208.803560878677 20.2123816292153 15.3917571568663 11.9969363199862 21.6159013556931
"21" 232.464558700697 21.7758188696197 16.4525861521542 15.5445070326690 24.5017828088127
"22" 191.720675416622 20.253336116476 14.1598284008938 10.5304279754920 21.1914372573107
"23" 168.791259934168 30.8283170115251 12.5058669386631 7.15014837824627 15.3269614265272
"24" 198.094539931626 19.8733331889276 15.1171014775324 11.8085079590873 20.6776928509928
"25" 209.606539220645 25.4642056927718 16.0069770246214 9.70424683921934 21.8627967432656
"26" 225.570066471261 22.2358654617176 16.5542632628934 14.9378245241866 21.8901399920901
"27" 194.210624176507 21.9677048471347 15.7693090357474 9.87371585946564 20.0040534126782
"28" 216.345370481478 22.4642130378760 14.9510121746066 10.4872246201493 23.470842404789
